zaxxon,7278.5
gravitar,603.25
amidar,293.885
enduro,37.935
assault,695.72
asterix,2303.25
asteroids,1617.55
atlantis,78177.5
frostbite,5434.05
kangaroo,3516.0
seaquest,791.5
skiing,-6869.405
venture,758.5
