3585979,0.16892078406280941,-8902.21,1
4789040,0.22578781717353397,-8890.78,2
5906965,0.28483529335922664,-8872.63,3
7129512,0.34248764236768087,-8830.755,4
8895975,0.4206393528646893,-8830.51,5
10873131,0.5061320188310411,-8828.88,6
13088026,0.5998316736353768,-8829.385,7
15278700,0.6996082249614928,-8830.06,8
17348137,0.7879518285062578,-8830.72,9
19434982,0.8802298041847018,-8829.69,10
21538052,0.9770298941930136,-8829.13,11
23590057,1.0692550075716443,-8830.075,12
25514041,1.1560572889778349,-8830.675,13
27418587,1.240946159031656,-8831.015,14
29321357,1.3321986428896586,-8830.405,15
31410411,1.4225119361612533,-8830.04,16
33335739,1.5049185081985261,-8830.105,17
35124876,1.5835169879595439,-8830.405,18
37237635,1.675078288714091,-8444.855,19
39237826,1.7594163262844085,-8508.5,20
41476242,1.8625212553474637,-8338.12,21
43445888,1.9500411357482275,-8292.98,22
45733585,2.053717971245448,-7753.81,23
