740624,0.037991208301650155,189.0,1
1392298,0.06987159781985813,305.25,2
2061920,0.10335615601804521,345.0,3
2717394,0.13613470779524908,304.5,4
3423208,0.16943225463231404,322.75,5
4156344,0.20360366973612043,342.75,6
4878408,0.23760076893700494,276.25,7
5617769,0.2719242606560389,320.75,8
6360619,0.30704634931352404,329.75,9
7101820,0.34168116079436406,272.75,10
7815507,0.3742348696788152,356.75,11
8544115,0.40847724669509466,306.25,12
9276267,0.44299761063522763,308.0,13
9997319,0.4767877170774672,482.25,14
10713672,0.5102304124832153,452.5,15
11401606,0.5430499543084039,448.5,16
12081037,0.5750338466299905,438.5,17
12794147,0.6098445111513138,501.5,18
13516180,0.6436418082316716,498.0,19
14213039,0.6772634391652214,501.5,20
14901891,0.7099143980609046,493.25,21
15600996,0.7423013598389095,502.25,22
16353070,0.7770695043934717,505.25,23
17062595,0.8093097466892666,423.5,24
17776428,0.8436523587173885,491.0,25
18493595,0.8765482244888941,489.5,26
19220834,0.909891114698516,496.0,27
19950170,0.9428270076380836,500.25,28
20682910,0.9762996489471859,479.0,29
21391375,1.0084237922562493,482.25,30
22111691,1.041477540201611,491.75,31
22830894,1.0746104037099415,455.75,32
23574498,1.1086212682724,421.0,33
24332082,1.1426321546898948,485.5,34
25094524,1.177032812635104,463.25,35
25880020,1.2133217798338995,453.5,36
26659010,1.2493417231904136,548.5,37
27432367,1.285353137784534,581.5,38
28215216,1.3204695302910274,454.25,39
29016344,1.3574928824106853,501.25,40
29827463,1.3939697757694456,601.0,41
30635241,1.4320994006925158,600.5,42
31424874,1.4685081672006184,593.0,43
32247694,1.506685100860066,603.5,44
33086065,1.545841328435474,606.75,45
33912453,1.5831641754176882,636.5,46
34698578,1.6191413200563856,557.0,47
35480003,1.6550784240166345,577.25,48
36257641,1.6898431463374033,594.0,49
37039895,1.7255288394292196,534.75,50
37851947,1.762097989850574,577.5,51
38664401,1.7989363534582985,579.5,52
39487740,1.83714781721433,575.5,53
40315394,1.8756048517756991,552.0,54
41142511,1.9138072067499161,621.0,55
41960354,1.9509316681491005,661.5,56
42771842,1.9879958636230892,651.5,57
43590505,2.024992672867245,454.75,58
44409586,2.0619881446493995,533.25,59
45212645,2.0992646537224453,545.75,60
46014342,2.1371026329861746,475.75,61
46833507,2.1743431860870785,385.75,62
47634282,2.211221045586798,494.5,63
48475386,2.250163524746895,382.75,64
49302038,2.2876449484295316,494.75,65
50083178,2.3239722462495167,615.75,66
50868660,2.3597438854641384,577.75,67
51683124,2.397135135465198,610.0,68
52516553,2.4351165923807354,623.75,69
53367578,2.4738226570685704,580.0,70
54187851,2.5111322225464714,621.5,71
55031595,2.549281870722771,598.5,72
55856088,2.5866651013162403,524.25,73
56679442,2.624508703086111,602.25,74
57521200,2.663083263436953,616.25,75
58317893,2.698927104141977,617.75,76
59093664,2.7347267134984334,564.75,77
59909883,2.7719247242477203,519.75,78
60713144,2.808365682032373,518.25,79
61523457,2.845424641304546,614.75,80
62354639,2.8830411663982605,698.25,81
63162537,2.920224082999759,667.5,82
63951584,2.9558655353387198,712.5,83
64766833,2.992540872957971,749.0,84
65581727,3.0290162995788785,739.0,85
66392371,3.0652088422907724,709.5,86
67228678,3.1024795387850865,583.75,87
68053725,3.1399745015965568,601.75,88
68867919,3.176689762738016,539.0,89
69679002,3.213432034982575,522.5,90
70518281,3.2511133008533055,477.75,91
71378789,3.2898494860861036,493.5,92
72222120,3.3273933013280232,386.25,93
73043157,3.3646911696592965,524.5,94
73892402,3.4028226535187827,517.5,95
74739795,3.4421948538223903,514.0,96
75570381,3.4800825010405645,547.75,97
76371037,3.516892662909296,506.0,98
77160783,3.552409729891353,414.25,99
77977796,3.5892779892020754,367.0,100
78792283,3.6259081940518487,461.0,101
79609626,3.6627712855736414,395.5,102
80394830,3.6985170568360224,476.25,103
81217331,3.7363405958149167,465.25,104
82013994,3.7726515804396734,515.25,105
82832653,3.8092585862345167,517.5,106
83628596,3.8445364418294696,520.25,107
84424839,3.880254651771651,505.0,108
85224795,3.917195022834672,515.25,109
86003773,3.9536338422695794,526.75,110
86779514,3.9896982454591328,523.0,111
87579094,4.026203644937939,468.5,112
88380452,4.062194545136558,451.25,113
89202130,4.100539056857427,544.75,114
90002641,4.137773845990499,505.75,115
90815369,4.174167752663294,444.0,116
91627504,4.210584705140856,469.25,117
92457514,4.2481371304061675,566.5,118
93283156,4.285250973502795,468.75,119
94117939,4.322555015749401,491.75,120
94900417,4.357783434788386,459.0,121
95712769,4.394314173724916,455.25,122
96503898,4.429880457520485,610.25,123
97320163,4.466019562880198,483.0,124
98160906,4.502953194975853,427.5,125
98972266,4.539217344390021,534.0,126
99769493,4.575736601087782,568.25,127
100587464,4.612810078726874,687.75,128
101374210,4.647729854451286,617.25,129
102191575,4.6837793091932935,622.0,130
102982324,4.71935117052661,598.5,131
103798328,4.755220164060592,634.75,132
104627628,4.791833538413048,619.25,133
105464035,4.829212146136496,613.5,134
106300574,4.865918697184987,674.5,135
107151086,4.903593695759773,675.75,136
107967503,4.941290427380138,592.75,137
108815853,4.979528052475717,640.5,138
109656220,5.017261718975173,636.5,139
110479245,5.053572769429948,652.75,140
111293414,5.0898003341092,591.75,141
112062802,5.124838528235753,597.5,142
112847638,5.160189594361517,584.25,143
113636305,5.195683131482866,588.0,144
114421685,5.230991630090608,583.5,145
115232201,5.267925626900461,582.5,146
116045043,5.304690961970223,596.75,147
116826703,5.339918019837803,592.25,148
