2127977,639.135,1
4375533,634.83,2
6857250,637.98,3
9368018,651.805,4
11860929,639.165,5
14368030,660.97,6
16799822,681.96,7
19452580,717.39,8
22111214,728.08,9
24956015,770.145,10
27893513,754.075,11
30937706,724.3,12
34045651,759.08,13
36943598,769.965,14
40028826,741.185,15
43241316,736.025,16
46322193,761.05,17
