737992,250.0,1
1367538,250.0,2
2002511,350.0,3
2689086,350.0,4
3392679,350.0,5
4123539,250.0,6
4850206,350.0,7
5590570,350.0,8
6323564,250.0,9
7070953,350.0,10
7792602,350.0,11
8530421,500.0,12
9247810,500.0,13
9945133,500.0,14
10664506,250.0,15
11394825,500.0,16
12135161,250.0,17
12847902,250.0,18
13524593,350.0,19
14224749,500.0,20
14925487,500.0,21
15637363,500.0,22
16345948,500.0,23
17063074,500.0,24
17783854,500.0,25
18477821,500.0,26
19194106,500.0,27
19927176,500.0,28
20654715,500.0,29
21395378,500.0,30
22145927,500.0,31
22883298,500.0,32
23654468,500.0,33
24377732,500.0,34
25103713,500.0,35
25829472,500.0,36
26595759,500.0,37
27345707,500.0,38
28099023,500.0,39
28847279,500.0,40
29585493,500.0,41
30313872,500.0,42
31043324,500.0,43
31813185,500.0,44
32601320,500.0,45
33366072,500.0,46
34102598,500.0,47
34850609,500.0,48
35612816,500.0,49
36369521,500.0,50
751071,100.0,1
1460857,250.0,2
2193174,250.0,3
2958178,250.0,4
3738313,250.0,5
4529232,250.0,6
5297398,350.0,7
6095001,250.0,8
6876755,350.0,9
7688893,500.0,10
8480419,500.0,11
9307712,500.0,12
10152694,500.0,13
10979436,500.0,14
11847820,450.0,15
12719102,250.0,16
13567425,450.0,17
14457413,500.0,18
15291567,450.0,19
16097465,450.0,20
16939642,600.0,21
17762388,500.0,22
18576067,600.0,23
19393891,600.0,24
20211142,600.0,25
21032087,600.0,26
21845588,600.0,27
22689711,600.0,28
23545942,350.0,29
24382145,600.0,30
25217036,600.0,31
26062718,350.0,32
26919233,600.0,33
27766453,600.0,34
28622456,600.0,35
29530055,600.0,36
30426258,600.0,37
31311797,600.0,38
32166099,600.0,39
33025897,600.0,40
33892328,450.0,41
34784730,400.0,42
35656704,600.0,43
36534223,600.0,44
