1279865,493.0,1
2594834,1602.5,2
3933525,1583.0,3
5289944,1621.5,4
6674941,1573.5,5
8125784,2611.0,6
9491986,2676.5,7
10954852,2650.0,8
12380921,2702.0,9
13826131,2597.0,10
15231457,2880.0,11
16675842,2957.5,12
18137159,3009.5,13
19606416,4245.5,14
21138696,4117.5,15
22719047,3994.0,16
24364426,4364.0,17
26088574,5178.0,18
27777846,5271.0,19
29503725,5340.0,20
31162104,5313.0,21
32838528,5209.0,22
34576464,5208.0,23
36315283,5340.0,24
37982116,5234.0,25
39682085,5296.0,26
41353535,5291.0,27
43096640,5075.0,28
44868368,4966.5,29
46644235,5125.0,30
48432383,5021.5,31
50294759,5077.0,32
52120563,4810.0,33
53924997,4863.0,34
55709606,4807.0,35
57534390,4486.5,36
59337710,5209.5,37
61145990,5191.5,38
62995718,5256.0,39
64792506,5787.0,40
66713306,5788.0,41
68619761,5895.0,42
70545262,5874.0,43
72427358,5510.0,44
74292044,5728.0,45
76198154,5871.0,46
78105489,5725.0,47
80100248,5999.0,48
82064519,5172.5,49
83934257,5450.0,50
85885130,5339.0,51
87802303,5392.5,52
89714365,5443.5,53
91648089,5306.5,54
93629206,5290.5,55
95603101,5344.5,56
97540206,5803.0,57
99464135,5953.0,58
101389371,6254.5,59
103363899,6171.0,60
105350665,6340.0,61
107319654,6092.5,62
109343236,6035.0,63
111393113,5950.5,64
113457479,6004.5,65
