775834,216.75,1
1482151,171.25,2
2215047,233.5,3
2958018,298.25,4
3711013,315.75,5
4484459,247.25,6
5231059,297.75,7
5969546,419.75,8
6747811,419.25,9
7550582,405.5,10
8354214,437.75,11
9143386,510.25,12
9920260,479.0,13
10707956,483.75,14
11435857,468.75,15
12166468,473.75,16
12894894,491.0,17
13647997,498.75,18
14402753,488.5,19
15119412,483.25,20
15832231,447.25,21
16554821,467.5,22
17267358,480.5,23
18005770,491.5,24
18754528,464.25,25
19519586,510.0,26
20250447,536.25,27
20999489,517.5,28
21790854,515.5,29
22559104,401.25,30
23345689,489.0,31
24123504,472.25,32
24950081,512.0,33
25773958,575.0,34
26559664,509.5,35
27352898,522.75,36
28118706,532.0,37
28909266,567.0,38
29679478,477.5,39
30440395,472.25,40
31246055,472.0,41
32041463,328.75,42
32852432,400.25,43
33644709,424.5,44
34425233,440.0,45
35163783,409.5,46
35976063,467.25,47
36791786,470.5,48
37595108,427.0,49
38394715,438.25,50
39198648,440.0,51
39994216,498.5,52
40810565,512.5,53
41625578,534.5,54
42481083,491.75,55
43328392,537.25,56
44162050,401.5,57
45007618,519.0,58
45852015,486.5,59
46705279,503.75,60
47572157,510.5,61
48436948,389.0,62
49283465,447.25,63
50102609,353.5,64
50902138,435.0,65
51711102,571.75,66
52549308,508.25,67
53423885,407.0,68
54274386,437.75,69
55079921,573.25,70
55909390,487.0,71
56745929,480.0,72
57591393,381.0,73
58439331,450.5,74
59272244,565.0,75
60104255,502.75,76
60937234,495.0,77
61793303,492.75,78
62641929,483.5,79
63468526,502.75,80
64282642,525.25,81
65092123,480.25,82
65920964,482.5,83
66779131,526.5,84
67647619,558.75,85
68540774,477.0,86
69398623,464.0,87
70274813,422.25,88
71157664,595.25,89
72048675,610.0,90
72953151,554.25,91
73861877,549.75,92
74808333,535.0,93
75754529,545.25,94
76687326,529.25,95
77610193,580.25,96
78546372,582.75,97
79486521,556.75,98
80424848,540.5,99
81361772,558.0,100
82325957,588.0,101
83285328,519.0,102
84207570,520.25,103
85132225,515.75,104
86056692,482.75,105
87000759,503.5,106
87930644,538.5,107
88854138,480.25,108
89772796,572.0,109
90708634,480.0,110
91662523,672.25,111
92588251,639.75,112
93526571,611.75,113
94474099,656.75,114
95419365,599.75,115
96366956,538.25,116
97297471,507.5,117
98219545,554.5,118
99150902,646.5,119
100090925,616.25,120
101033637,653.75,121
101976490,557.75,122
102909235,580.25,123
103847433,518.25,124
104784907,594.75,125
105720543,612.0,126
106660484,644.5,127
107615028,634.75,128
108557317,602.75,129
