3377721,350.4,1
5636496,363.2,2
7715866,414.3,3
9908299,655.5,4
11986364,649.5,5
13898911,626.2,6
15481356,629.0,7
17006377,763.2,8
18616712,777.1,9
20239261,755.8,10
21861885,786.4,11
23465459,794.2,12
25134722,764.4,13
26838091,771.2,14
28540087,765.2,15
30235201,795.7,16
31940768,730.9,17
33648993,773.6,18
35406772,762.9,19
37102259,771.8,20
38896133,758.4,21
40679369,759.9,22
42430990,768.8,23
44256185,773.6,24
46088282,772.1,25
47921802,772.9,26
49727203,767.8,27
51559135,756.5,28
53385319,788.1,29
55237448,764.4,30
57102868,756.5,31
58955182,760.5,32
60833310,764.2,33
62770689,747.5,34
64725469,757.6,35
66667358,766.0,36
68675322,790.3,37
70668351,790.5,38
72667800,789.2,39
74586084,790.3,40
76578795,793.8,41
78590464,795.0,42
80564539,794.6,43
82573126,794.5,44
84542267,793.6,45
86503812,794.6,46
88520151,794.6,47
90557451,794.6,48
92593365,794.8,49
94688501,794.0,50
96825672,794.2,51
98926856,794.7,52
101062919,794.9,53
103191227,793.3,54
105324412,794.8,55
107436188,794.0,56
109585224,793.6,57
111730503,794.9,58
113868564,794.3,59
