3823934,149.0,1
7678885,132.5,2
11488434,132.0,3
15529497,310.0,4
19302292,308.0,5
23074900,284.0,6
26802215,506.0,7
30440758,527.0,8
34204593,441.0,9
37644268,448.0,10
40973484,544.0,11
44445258,580.0,12
47907055,602.0,13
51134633,587.0,14
54254715,636.0,15
57420225,613.0,16
60437725,623.0,17
63480455,596.0,18
66346833,701.0,19
69293161,709.0,20
72002735,702.0,21
74816569,703.0,22
77481869,694.0,23
80148852,696.0,24
82759274,698.0,25
85282971,709.0,26
87862861,701.0,27
90466050,669.0,28
93088476,705.0,29
95636256,700.0,30
98361653,700.0,31
101190927,702.0,32
103726155,694.0,33
106343676,689.0,34
108919472,754.0,35
111497701,741.0,36
114050232,743.0,37
116609349,743.0,38
119133743,788.5,39
121627842,797.5,40
124167476,815.5,41
126600858,848.0,42
