981458,1110.95,1
1904110,1166.9,2
2813173,1084.25,3
3773646,1411.65,4
1009185,1003.95,1
1947978,1031.6,2
2904049,1222.35,3
3869948,1263.0,4
4870152,1300.45,5
5869865,2041.8,6
6872497,2000.15,7
7882130,2021.45,8
8922110,2009.7,9
9955949,2017.45,10
11008734,2052.7,11
12069394,2006.2,12
13131182,2022.7,13
14209831,2048.15,14
15305368,2027.9,15
16399655,2048.85,16
17475409,2007.8,17
18575707,2041.05,18
19717752,2003.1,19
20840581,2055.75,20
21950625,2029.85,21
23066603,2046.0,22
24199099,1992.75,23
25303249,2047.1,24
26447115,2004.95,25
27586694,1567.05,26
28731998,1637.8,27
29845671,1635.15,28
30978546,1719.05,29
32114047,1652.65,30
33262520,1445.75,31
34413356,1786.85,32
35559537,1791.55,33
36719306,1783.95,34
37878672,1726.8,35
39039080,1827.7,36
